9 22    88    73     15    82 
9 23    86    65     21    75 
9 24    87    65     22    74 
10 0    87    72     15    82 
10 1    91    73     18    80 
10 2    92    69     23    75 
10 3    88    65     23    73 
10 4    92    64     28    69 
10 5    85    73     12    85 
10 6    93    69     24    74 
10 7    91    66     25    72 
10 8    88    69     19    78 
10 9    86    70     16    81 
10 10   91    67     24    73 
10 11   85    73     12    85 
10 12   92    68     24    73 
10 13   88    72     16    81 
10 14   93    71     22    76 
10 15   87    67     20    77 
10 16   91    64     27    70 
10 17   94    64     30    68 
10 18   92    68     24    73 
10 19   92    71     21    77 
10 20   87    72     15    82 
10 21   93    70     23    75 
10 22   92    70     22    76 
10 23   92    66     26    71 
10 24   91    65     26    71 
11 0    92    68     24    73 
11 1    92    69     23    75 
11 2    86    64     22    74 
11 3    86    65     21    75 
11 4    86    64     22    74 
11 5    94    72     22    76 
11 6    92    69     23    75 
11 7    90    72     18    80 
11 8    87    70     17    80 
11 9    90    64     26    71 
11 10   87    65     22    74 
11 11   88    66     22    75 
11 12   89    71     18    79 
11 13   86    64     22    74 
11 14   90    64     26    71 
11 15   91    69     22    75 
11 16   89    69     20    77 
11 17   92    72     20    78 
11 18   90    66     24    73 
11 19   94    70     24    74 
11 20   91    68     23    74 
11 21   90    68     22    75 
11 22   88    70     18    79 
11 23   90    65     25    72 
11 24   86    67     19    77 
12 0    92    71     21    77 
12 1    90    68     22    75 
12 2    86    67     19    77 
12 3    91    64     27    70 
12 4    90    64     26    71 
12 5    93    66     27    70 
12 6    91    64     27    70 
12 7    92    67     25    72 
12 8    91    66     25    72 
12 9    89    69     20    77 
12 10   89    65     24    73 
12 11   94    67     27    71 
12 12   88    65     23    73 
12 13   90    70     20    77 
12 14   93    65     28    69 
12 15   86    73     13    84 
12 16   88    67     21    76 
12 17   92    65     27    70 
12 18   91    70     21    76 
12 19   87    69     18    79 
12 20   89    72     17    80 
12 21   90    70     20    77 
12 22   85    72     13    84 
12 23   89    71     18    79 
12 24   86    69     17    80 
13 0    91    69     22    75 
13 1    86    67     19    77 
13 2    89    73     16    82 
13 3    93    70     23    75 
13 4    93    72     21    77 
13 5    90    72     18    80 
13 6    85    67     18    78 
13 7    86    65     21    75 
13 8    92    67     25    72 
13 9    89    71     18    79 
13 10   88    70     18    79 
13 11   90    73     17    81 
13 12   86    73     13    84 
13 13   90    72     18    80 
13 14   87    73     14    83 
13 15   90    64     26    71 
13 16   91    70     21    76 
13 17   90    71     19    78 
13 18   87    71     16    81 
13 19   94    68     26    72 
13 20   94    66     28    70 
13 21   91    71     20    78 
13 22   93    71     22    76 
13 23   88    65     23    73 
13 24   89    72     17    80 
14 0    92    65     27    70 
14 1    94    70     24    74 
14 2    93    64     29    68 
14 3    90    69     21    76 
14 4    85    73     12    85 
14 5    86    68     18    79 
14 6    91    72     19    79 
14 7   505   498      7    98 
14 8    88    68     20    77 
14 9    88    64     24    72 
14 10   89    69     20    77 
14 11   93    65     28    69 
14 12   88    67     21    76 
14 13   91    65     26    71 
14 14   93    72     21    77 
14 15   94    70     24    74 
14 16   94    73     21    77 
14 17   90    67     23    74 
14 18   86    67     19    77 
14 19   89    73     16    82 
14 20   93    69     24    74 
14 21   90    71     19    78 
14 22   89    64     25    71 
14 23   94    65     29    69 
14 24   91    68     23    74 
15 0    92    64     28    69 
15 1    88    71     17    80 
15 2    86    64     22    74 
15 3    89    70     19    78 
15 4    87    68     19    78 
15 5    93    66     27    70 
15 6    90    65     25    72 
15 7   508   493     15    97 
15 8    86    73     13    84 
15 9    94    72     22    76 
15 10   89    70     19    78 
15 11   87    64     23    73 
15 12   94    64     30    68 
15 13   86    68     18    79 
15 14   94    71     23    75 
15 15   94    67     27    71 
15 16   93    65     28    69 
15 17   86    68     18    79 
15 18   93    64     29    68 
15 19   89    67     22    75 
15 20   93    73     20    78 
15 21   85    66     19    77 
15 22   94    64     30    68 
15 23   93    66     27    70 
15 24   87    73     14    83 
16 0    92    64     28    69 
16 1    86    67     19    77 
16 2    86    67     19    77 
16 3    93    64     29    68 
16 4    86    64     22    74 
16 5    90    71     19    78 
16 6    87    68     19    78 
16 7   510   491     19    96 
16 8    85    69     16    81 
16 9    93    69     24    74 
16 10   88    68     20    77 
16 11   93    73     20    78 
16 12   89    64     25    71 
16 13   91    64     27    70 
16 14   90    67     23    74 
16 15   86    69     17    80 
16 16   92    64     28    69 
16 17   86    68     18    79 
16 18   91    72     19    79 
16 19   89    72     17    80 
16 20   91    66     25    72 
16 21   93    70     23    75 
16 22   87    71     16    81 
16 23   90    69     21    76 
16 24   87    68     19    78 
17 0    90    65     25    72 
17 1    88    72     16    81 
17 2    92    64     28    69 
17 3    94    67     27    71 
17 4    85    68     17    80 
17 5    94    68     26    72 
17 6    94    64     30    68 
17 7   506   494     12    97 
17 8    88    67     21    76 
17 9    93    73     20    78 
17 10   90    68     22    75 
17 11   91    67     24    73 
17 12   88    71     17    80 
17 13   93    68     25    73 
17 14   89    66     23    74 
17 15   87    64     23    73 
17 16   88    66     22    75 
17 17   93    64     29    68 
17 18   88    72     16    81 
17 19   85    64     21    75 
17 20   92    67     25    72 
17 21   85    67     18    78 
17 22   90    65     25    72 
17 23   93    65     28    69 
17 24   90    64     26    71 
18 0    92    64     28    69 
18 1    90    68     22    75 
18 2    89    64     25    71 
18 3    88    64     24    72 
18 4    92    73     19    79 
18 5    94    64     30    68 
18 6    88    73     15    82 
18 7   509   495     14    97 
18 8    88    71     17    80 
18 9    90    64     26    71 
18 10   89    67     22    75 
18 11   93    70     23    75 
18 12   85    64     21    75 
18 13   88    65     23    73 
18 14   85    72     13    84 
18 15   86    68     18    79 
18 16   90    65     25    72 
18 17   94    64     30    68 
18 18   94    66     28    70 
18 19   85    68     17    80 
18 20   92    69     23    75 
18 21   90    72     18    80 
18 22   90    64     26    71 
18 23   90    71     19    78 
18 24   85    73     12    85 
19 0    92    67     25    72 
19 1    89    68     21    76 
19 2    94    70     24    74 
19 3    86    65     21    75 
19 4    90    70     20    77 
19 5    87    68     19    78 
19 6    90    67     23    74 
19 7   507   497     10    98 
19 8    88    67     21    76 
19 9    94    64     30    68 
19 10   90    67     23    74 
19 11   88    64     24    72 
19 12   88    70     18    79 
19 13   85    64     21    75 
19 14   87    71     16    81 
19 15   85    69     16    81 
19 16   91    72     19    79 
19 17   87    67     20    77 
19 18   85    72     13    84 
19 19   91    69     22    75 
19 20   93    64     29    68 
19 21   91    70     21    76 
19 22   89    65     24    73 
19 23   92    67     25    72 
19 24   86    66     20    76 
20 0    89    67     22    75 
20 1    88    72     16    81 
20 2    91    70     21    76 
20 3    92    65     27    70 
20 4    85    64     21    75 
20 5    93    68     25    73 
20 6    87    67     20    77 
20 7   505   490     15    97 
20 8    88    71     17    80 
20 9    89    72     17    80 
20 10   86    67     19    77 
20 11   87    66     21    75 
20 12   93    65     28    69 
20 13   89    67     22    75 
20 14   91    71     20    78 
20 15   94    73     21    77 
20 16   92    64     28    69 
20 17   92    69     23    75 
20 18   88    64     24    72 
20 19   93    68     25    73 
20 20   93    66     27    70 
20 21   90    67     23    74 
20 22   90    67     23    74 
20 23   85    66     19    77 
20 24   90    69     21    76 
21 0    86    72     14    83 
21 1    86    70     16    81 
21 2    91    65     26    71 
21 3    86    64     22    74 
21 4    92    64     28    69 
21 5    93    72     21    77 
21 6    86    69     17    80 
21 7   510   495     15    97 
21 8    93    69     24    74 
21 9    90    69     21    76 
21 10   89    69     20    77 
21 11   94    66     28    70 
21 12   87    71     16    81 
21 13   86    71     15    82 
21 14   92    73     19    79 
21 15   93    71     22    76 
21 16   87    69     18    79 
21 17   87    67     20    77 
21 18   94    70     24    74 
21 19   93    67     26    72 
21 20   85    68     17    80 
21 21   85    66     19    77 
21 22   86    72     14    83 
21 23   85    68     17    80 
21 24   86    68     18    79 
22 0    93    64     29    68 
22 1    93    69     24    74 
22 2    87    70     17    80 
22 3    86    67     19    77 
22 4    93    72     21    77 
22 5    89    64     25    71 
22 6    85    64     21    75 
22 7   505   497      8    98 
22 8    91    69     22    75 
22 9    91    71     20    78 
22 10   94    66     28    70 
22 11   89    66     23    74 
22 12   92    71     21    77 
22 13   93    73     20    78 
22 14   87    72     15    82 
22 15   88    64     24    72 
22 16   89    73     16    82 
22 17   93    71     22    76 
22 18   87    64     23    73 
22 19   85    68     17    80 
22 20   88    73     15    82 
22 21   85    68     17    80 
22 22   94    72     22    76 
22 23   89    70     19    78 
22 24   85    69     16    81 
23 0    90    73     17    81 
23 1    94    67     27    71 
23 2    87    71     16    81 
23 3    89    69     20    77 
23 4    94    67     27    71 
23 5    85    64     21    75 
23 6    90    65     25    72 
23 7   503   491     12    97 
23 8    89    66     23    74 
23 9    91    65     26    71 
23 10   85    67     18    78 
23 11   94    64     30    68 
23 12   89    70     19    78 
23 13   88    66     22    75 
23 14   86    64     22    74 
23 15   91    69     22    75 
23 16   91    67     24    73 
23 17   87    65     22    74 
23 18   85    65     20    76 
23 19   94    70     24    74 
23 20   88    64     24    72 
23 21   91    69     22    75 
23 22   87    68     19    78 
23 23   93    69     24    74 
23 24   89    73     16    82 
24 0    89    73     16    82 
24 1    87    71     16    81 
24 2    86    71     15    82 
24 3    92    66     26    71 
24 4    85    69     16    81 
24 5    88    64     24    72 
24 6    88    68     20    77 
24 7   510   493     17    96 
24 8    92    70     22    76 
24 9    85    72     13    84 
24 10   89    68     21    76 
24 11   92    73     19    79 
24 12   94    68     26    72 
24 13   88    66     22    75 
24 14   89    68     21    76 
24 15   85    67     18    78 
24 16   88    70     18    79 
24 17   89    68     21    76 
24 18   86    70     16    81 
24 19   90    70     20    77 
24 20   93    70     23    75 
24 21   86    68     18    79 
24 22   92    69     23    75 
24 23   93    73     20    78 
24 24   92    71     21    77 
25 0    92    64     28    69 
25 1    89    70     19    78 
25 2    94    65     29    69 
25 3    94    66     28    70 
25 4    93    72     21    77 
25 5    90    70     20    77 
25 6    90    72     18    80 
25 7   508   492     16    96 
25 8    92    73     19    79 
25 9    93    70     23    75 
25 10   86    71     15    82 
25 11   90    73     17    81 
25 12   88    66     22    75 
25 13   92    70     22    76 
25 14   93    65     28    69 
25 15   91    66     25    72 
25 16   92    64     28    69 
25 17   86    65     21    75 
25 18   93    71     22    76 
25 19   91    64     27    70 
25 20   92    64     28    69 
25 21   89    69     20    77 
25 22   87    73     14    83 
25 23   87    66     21    75 
25 24   90    72     18    80 
26 0    92    65     27    70 
26 1    88    65     23    73 
26 2    87    71     16    81 
26 3    87    73     14    83 
26 4    88    72     16    81 
26 5    86    71     15    82 
26 6    86    70     16    81 
26 7   510   492     18    96 
26 8    93    71     22    76 
26 9    87    64     23    73 
26 10   90    73     17    81 
26 11   94    69     25    73 
26 12   89    72     17    80 
26 13   90    70     20    77 
26 14   85    66     19    77 
26 15   90    67     23    74 
26 16   93    66     27    70 
26 17   87    65     22    74 
26 18   87    68     19    78 
26 19   91    67     24    73 
26 20   90    66     24    73 
26 21   86    70     16    81 
26 22   85    73     12    85 
26 23   92    68     24    73 
26 24   86    68     18    79 
27 0    92    66     26    71 
27 1    90    69     21    76 
27 2    90    73     17    81 
27 3    89    64     25    71 
27 4    92    69     23    75 
27 5    90    64     26    71 
27 6    90    66     24    73 
27 7   505   490     15    97 
27 8    94    71     23    75 
27 9    93    71     22    76 
27 10   94    72     22    76 
27 11   86    69     17    80 
27 12   85    68     17    80 
27 13   87    70     17    80 
27 14   90    72     18    80 
27 15   90    70     20    77 
27 16   90    72     18    80 
27 17   85    70     15    82 
27 18   85    68     17    80 
27 19   92    68     24    73 
27 20   93    72     21    77 
27 21   87    68     19    78 
27 22   86    67     19    77 
27 23   86    73     13    84 
27 24   85    72     13    84 
28 0    85    65     20    76 
28 1    90    68     22    75 
28 2    91    67     24    73 
28 3    92    73     19    79 
28 4    91    66     25    72 
28 5    92    65     27    70 
28 6    90    67     23    74 
28 7   508   499      9    98 
28 8    89    66     23    74 
28 9    88    72     16    81 
28 10   92    73     19    79 
28 11   88    71     17    80 
28 12   87    66     21    75 
28 13   90    66     24    73 
28 14   94    67     27    71 
28 15   88    70     18    79 
28 16   92    66     26    71 
28 17   94    64     30    68 
28 18   88    70     18    79 
28 19   87    66     21    75 
28 20   88    72     16    81 
28 21   93    64     29    68 
28 22   85    64     21    75 
28 23   85    72     13    84 
28 24   93    64     29    68 
29 0    90    65     25    72 
29 1    86    65     21    75 
29 2    85    65     20    76 
29 3    92    73     19    79 
29 4    87    69     18    79 
29 5    91    65     26    71 
29 6    91    72     19    79 
29 7   506   495     11    97 
29 8    88    67     21    76 
29 9    87    71     16    81 
29 10   92    67     25    72 
29 11   89    72     17    80 
29 12   93    71     22    76 
29 13   86    65     21    75 
29 14   92    67     25    72 
29 15   87    69     18    79 
29 16   87    73     14    83 
29 17   86    71     15    82 
29 18   90    71     19    78 
29 19   87    73     14    83 
29 20   94    71     23    75 
29 21   91    73     18    80 
29 22   88    69     19    78 
29 23   93    65     28    69 
29 24   87    73     14    83 
30 0    90    70     20    77 
30 1    88    64     24    72 
30 2    91    72     19    79 
30 3    87    73     14    83 
30 4    90    66     24    73 
30 5    90    67     23    74 
30 6    93    71     22    76 
30 7   501   498      3    99 
30 8    86    66     20    76 
30 9    89    65     24    73 
30 10   91    68     23    74 
30 11   91    73     18    80 
30 12   92    70     22    76 
30 13   89    64     25    71 
30 14   86    72     14    83 
30 15   93    64     29    68 
30 16   92    69     23    75 
30 17   92    69     23    75 
30 18   92    72     20    78 
30 19   90    72     18    80 
30 20   86    70     16    81 
30 21   86    69     17    80 
30 22   94    67     27    71 
30 23   92    72     20    78 
30 24   93    70     23    75 
31 0    85    64     21    75 
31 1    93    73     20    78 
31 2    86    64     22    74 
31 3    90    64     26    71 
31 4    87    70     17    80 
31 5    85    72     13    84 
31 6    86    67     19    77 
31 7   504   499      5    99 
31 8    93    64     29    68 
31 9    86    65     21    75 
31 10   93    73     20    78 
31 11   91    67     24    73 
31 12   89    71     18    79 
31 13   94    68     26    72 
31 14   89    69     20    77 
31 15   88    70     18    79 
31 16   94    71     23    75 
31 17   89    66     23    74 
31 18   93    67     26    72 
31 19   91    71     20    78 
31 20   88    66     22    75 
31 21   93    68     25    73 
31 22   86    66     20    76 
31 23   92    64     28    69 
31 24   85    70     15    82 
32 0    85    69     16    81 
32 1    88    73     15    82 
32 2    86    68     18    79 
32 3    94    70     24    74 
32 4    93    65     28    69 
32 5    85    71     14    83 
32 6    93    71     22    76 
32 7   506   496     10    98 
32 8    86    65     21    75 
32 9    85    64     21    75 
32 10   93    70     23    75 
32 11   87    64     23    73 
32 12   88    72     16    81 
32 13   86    69     17    80 
32 14   87    68     19    78 
32 15   87    72     15    82 
32 16   89    65     24    73 
32 17   93    72     21    77 
32 18   91    69     22    75 
32 19   87    73     14    83 
32 20   89    65     24    73 
32 21   88    64     24    72 
32 22   91    70     21    76 
32 23   93    68     25    73 
32 24   90    68     22    75 
33 0    93    68     25    73 
33 1    89    73     16    82 
33 2    93    71     22    76 
33 3    85    73     12    85 
33 4    92    65     27    70 
33 5    94    66     28    70 
33 6    87    70     17    80 
33 7   506   499      7    98 
33 8    89    73     16    82 
33 9    90    72     18    80 
33 10   87    65     22    74 
33 11   89    65     24    73 
33 12   88    65     23    73 
33 13   91    73     18    80 
33 14   87    68     19    78 
33 15   90    70     20    77 
33 16   92    68     24    73 
33 17   87    73     14    83 
33 18   94    65     29    69 
33 19   85    64     21    75 
33 20   88    64     24    72 
33 21   85    71     14    83 
33 22   87    73     14    83 
33 23   86    72     14    83 
33 24   94    71     23    75 
34 0    92    68     24    73 
34 1    87    71     16    81 
34 2    90    68     22    75 
34 3    90    69     21    76 
34 4    86    72     14    83 
34 5    89    70     19    78 
34 6    90    71     19    78 
34 7   506   492     14    97 
34 8    90    64     26    71 
34 9    89    67     22    75 
34 10   94    69     25    73 
34 11   86    65     21    75 
34 12   92    66     26    71 
34 13   90    64     26    71 
34 14   91    68     23    74 
34 15   87    73     14    83 
34 16   90    73     17    81 
34 17   89    73     16    82 
34 18   93    69     24    74 
34 19   92    65     27    70 
34 20   86    69     17    80 
34 21   91    69     22    75 
34 22   88    70     18    79 
34 23   86    70     16    81 
34 24   94    64     30    68 
35 0    92    70     22    76 
35 1    87    67     20    77 
35 2    92    69     23    75 
35 3    89    73     16    82 
35 4    88    70     18    79 
35 5    89    64     25    71 
35 6    91    73     18    80 
35 7   508   499      9    98 
35 8    93    73     20    78 
35 9    86    64     22    74 
35 10   86    66     20    76 
35 11   88    69     19    78 
35 12   85    64     21    75 
35 13   93    73     20    78 
35 14   88    65     23    73 
35 15   89    73     16    82 
35 16   88    66     22    75 
35 17   88    71     17    80 
35 18   85     0     85     0 
35 19   94    72     22    76 
35 20   93    69     24    74 
35 21   89    69     20    77 
35 22   87    73     14    83 
35 23   91    68     23    74 
35 24   86    68     18    79 
36 0    94    66     28    70 
36 1    86    71     15    82 
36 2    90    68     22    75 
36 3    91    72     19    79 
36 4    89    72     17    80 
36 5    88    65     23    73 
36 6    86    66     20    76 
36 7   506   491     15    97 
36 8    87    66     21    75 
36 9    86    64     22    74 
36 10   92    69     23    75 
36 11   85    68     17    80 
36 12   89    72     17    80 
36 13   87    72     15    82 
36 14   90    73     17    81 
36 15   86    70     16    81 
36 16   88    69     19    78 
36 17   90    65     25    72 
36 18   91    67     24    73 
36 19   92    68     24    73 
36 20   89    71     18    79 
36 21   86    66     20    76 
36 22   93    65     28    69 
36 23   88    66     22    75 
36 24   88    66     22    75 
