bot 61 output 13 bot 109
bot 209 bot 102 bot 153
bot 201 bot 152 bot 166
bot 181 bot 90 bot 41
bot 56 bot 79 bot 186
bot 49 bot 47 bot 207
bot 6 bot 133 bot 101
bot 4 bot 35 bot 129
bot 11 bot 117 bot 16
bot 38 bot 89 bot 138
value 13 169
bot 118 bot 11 bot 154
bot 29 bot 198 bot 34
bot 197 bot 32 bot 9
bot 185 bot 18 bot 110
bot 174 output 0 bot 177
bot 33 bot 208 bot 144
bot 78 bot 29 bot 27
bot 172 bot 10 bot 178
bot 146 bot 204 bot 122
bot 57 bot 119 bot 141
bot 3 bot 48 bot 35
bot 70 bot 157 bot 50
bot 122 bot 58 bot 48
bot 96 bot 61 bot 31
bot 128 bot 141 bot 115
bot 173 bot 163 bot 11
bot 105 bot 136 bot 161
bot 157 bot 5 bot 176
bot 9 bot 76 bot 148
bot 140 bot 155 bot 191
bot 89 bot 148 bot 106
bot 141 bot 46 bot 181
bot 37 bot 99 bot 86
bot 23 bot 186 bot 114
bot 131 bot 60 bot 143
bot 0 bot 9 bot 89
bot 162 bot 122 bot 3
bot 51 bot 14 bot 187
bot 124 bot 93 bot 130
bot 88 bot 96 bot 14
bot 206 bot 168 bot 87
value 7 197
bot 95 bot 209 bot 142
bot 26 bot 33 bot 144
bot 191 bot 82 bot 6
bot 189 bot 13 bot 72
bot 165 bot 118 bot 155
bot 125 output 1 bot 28
bot 195 bot 1 bot 36
bot 112 bot 94 bot 147
bot 62 bot 192 bot 2
bot 86 bot 91 bot 55
bot 126 output 10 bot 180
bot 187 bot 104 bot 209
bot 147 bot 128 bot 7
value 53 156
bot 156 bot 111 bot 173
value 43 32
bot 13 bot 120 bot 54
bot 45 bot 191 bot 64
bot 30 bot 194 bot 100
bot 94 bot 57 bot 128
bot 182 bot 37 bot 25
bot 36 bot 44 bot 77
bot 8 bot 139 bot 81
bot 66 bot 19 bot 170
bot 50 bot 176 bot 123
bot 192 bot 69 bot 164
bot 178 bot 24 bot 159
bot 7 bot 115 bot 190
bot 193 bot 63 bot 20
bot 25 bot 86 bot 145
bot 199 bot 169 bot 131
bot 93 bot 199 bot 80
bot 104 bot 97 bot 102
bot 114 bot 188 bot 202
bot 134 output 16 bot 12
bot 203 bot 116 bot 206
bot 98 bot 132 bot 127
bot 123 bot 142 bot 172
bot 121 bot 27 bot 193
bot 207 bot 200 bot 96
bot 176 bot 95 bot 123
bot 204 bot 143 bot 58
bot 132 bot 177 bot 66
bot 155 bot 154 bot 82
bot 27 bot 34 bot 63
bot 74 bot 85 bot 78
bot 60 bot 150 bot 165
bot 85 bot 84 bot 29
bot 79 bot 0 bot 38
bot 159 bot 67 bot 8
bot 1 bot 25 bot 44
bot 41 bot 195 bot 171
bot 100 bot 40 bot 203
bot 200 output 15 bot 61
value 37 18
bot 76 bot 130 bot 151
bot 102 bot 108 bot 105
bot 35 bot 68 bot 52
bot 21 bot 156 bot 150
bot 188 bot 138 bot 74
bot 10 bot 161 bot 178
bot 82 bot 98 bot 133
bot 171 bot 36 bot 77
bot 40 bot 184 bot 116
bot 150 bot 173 bot 118
bot 43 bot 62 bot 196
bot 119 bot 113 bot 46
bot 168 bot 114 bot 167
bot 144 bot 121 bot 193
bot 80 bot 131 bot 204
bot 63 bot 112 bot 20
bot 67 bot 28 bot 8
bot 109 output 9 bot 126
value 31 199
value 61 160
bot 87 bot 167 bot 26
bot 138 bot 106 bot 85
bot 108 bot 180 bot 136
value 41 194
bot 143 bot 165 bot 140
bot 53 bot 175 bot 201
bot 137 bot 129 bot 94
bot 149 bot 3 bot 4
bot 101 bot 22 bot 43
